,Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
1116,26,Male,Business,Married,Graduate,3,Yes,Yes,Yes,47400,30000.0,77400,22000,Hatchback
1117,26,Male,Salaried,Married,Graduate,2,No,Yes,Yes,46900,30800.0,77700,26000,Sedan
1118,26,Male,Salaried,Married,Post Graduate,2,No,Yes,No,76900,0.0,76900,23000,Sedan
1119,26,Male,Salaried,Married,Post Graduate,3,No,No,No,74800,0.0,74800,27000,Sedan
1120,26,Male,Business,Single,Post Graduate,2,No,Yes,No,74700,0.0,74700,21000,Hatchback
1121,26,Male,Business,Married,Post Graduate,3,Yes,No,No,74800,0.0,74800,21000,Sedan
1122,26,Male,Salaried,Married,Post Graduate,4,No,No,No,73800,0.0,73800,30000,Hatchback
1123,26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,73800,0.0,73800,24000,Hatchback
1124,26,Male,Salaried,Married,Graduate,3,No,No,Yes,48600,24200.0,72800,26000,Sedan
1125,26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,70700,0.0,70700,31000,Hatchback
1126,26,Male,Salaried,Married,Graduate,4,No,Yes,Yes,41500,28900.0,70400,30000,Hatchback
1127,26,Female,Salaried,Single,Post Graduate,2,No,No,No,69100,0.0,69100,20000,Hatchback
1128,26,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,44800,25800.0,70600,19000,Sedan
1129,26,Male,Business,Single,Post Graduate,2,No,Yes,No,68800,0.0,68800,19000,Hatchback
1130,26,Male,Business,Married,Post Graduate,3,Yes,No,No,68900,0.0,68900,19000,Hatchback
1131,26,Male,Business,Married,Post Graduate,3,Yes,No,No,67000,0.0,67000,27000,Sedan
1132,26,Male,Business,Married,Post Graduate,2,No,Yes,No,67100,0.0,67100,27000,Hatchback
1133,26,Male,Business,Single,Post Graduate,0,Yes,No,No,67500,0.0,67500,23000,Hatchback
1134,26,Male,Business,Married,Post Graduate,4,No,No,No,67400,0.0,67400,18000,Sedan
1135,26,Male,Salaried,Married,Post Graduate,4,Yes,No,No,66600,0.0,66600,30000,Hatchback
1136,26,Male,Salaried,Married,Post Graduate,3,No,No,No,66700,0.0,66700,23000,Hatchback
1137,26,Male,Business,Married,Post Graduate,2,Yes,No,No,66800,0.0,66800,20000,Hatchback
1138,26,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,65100,0.0,65100,25000,Hatchback
1139,26,Male,Business,Single,Post Graduate,2,Yes,No,No,64700,0.0,64700,23000,Hatchback
1140,26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,64100,0.0,64100,20000,Hatchback
1141,26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,63200,0.0,63200,32000,Hatchback
1142,26,Male,Business,Married,Post Graduate,4,No,No,No,63200,0.0,63200,31000,Sedan
1143,26,Male,Business,Married,Post Graduate,3,No,Yes,No,63100,0.0,63100,24000,Hatchback
1144,26,Male,Business,Married,Post Graduate,3,Yes,Yes,No,62700,0.0,62700,26000,Sedan
1145,26,Male,Salaried,Married,Post Graduate,3,Yes,No,No,62900,0.0,62900,22000,Hatchback
1146,26,Male,Salaried,Single,Post Graduate,2,Yes,No,No,61100,0.0,61100,28000,Hatchback
1147,26,Male,Salaried,Married,Graduate,3,Yes,No,No,58600,0.0,58600,23000,Hatchback
1148,26,Male,Business,Married,Graduate,3,Yes,Yes,No,57300,0.0,57300,22000,Hatchback
1149,26,Male,Business,Married,Graduate,2,Yes,No,No,54900,0.0,54900,25000,Hatchback
1150,26,Male,Business,Married,Graduate,2,Yes,No,No,52000,0.0,52000,31000,Sedan
1151,26,Male,Salaried,Married,Graduate,4,No,No,No,52700,0.0,52700,29000,Hatchback
1152,26,Male,Business,Married,Graduate,2,Yes,No,No,52200,0.0,52200,28000,Hatchback
1153,26,Male,Business,Married,Graduate,3,Yes,No,No,51000,0.0,51000,30000,Hatchback
1154,26,Male,Salaried,Married,Graduate,3,Yes,No,No,51500,0.0,51500,23000,Hatchback
1155,26,Male,Business,Married,Graduate,3,No,No,No,51400,0.0,51400,18000,Sedan
1156,26,Male,Business,Married,Graduate,3,Yes,Yes,No,49000,0.0,49000,23000,Sedan
1157,26,Male,Salaried,Married,Graduate,2,No,Yes,No,44400,0.0,44400,19000,Sedan
1158,26,Male,Business,Married,Graduate,1,No,Yes,No,43700,0.0,43700,28000,Hatchback
1159,26,Male,Salaried,Single,Graduate,2,No,No,No,42600,0.0,42600,30000,Hatchback
1160,26,Male,Salaried,Married,Graduate,3,No,No,No,42500,0.0,42500,25000,Hatchback
1161,26,Male,Salaried,Single,Graduate,2,Yes,No,No,42200,0.0,42200,24000,Hatchback
1162,25,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,54400,300.0,54700,18000,Sedan
1163,25,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,56300,45500.0,101800,21000,Sedan
1164,25,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,59500,40600.0,100100,25000,Hatchback
1165,25,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,58700,40800.0,99500,33000,Hatchback
1166,25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,58900,40100.0,99000,27000,Sedan
1167,25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,58600,20000.0,78600,20000,Hatchback
1168,25,Male,Business,Married,Post Graduate,2,No,Yes,Yes,54700,900.0,55600,20000,Hatchback
1169,25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,56500,35300.0,91800,32000,Hatchback
1170,25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,51700,40400.0,92100,29000,Hatchback
1171,25,Male,Business,Married,Post Graduate,3,No,No,Yes,50200,40700.0,90900,25000,Hatchback
1172,25,Male,Business,Married,Post Graduate,2,Yes,No,Yes,59300,30800.0,90100,27000,Sedan
1173,25,Male,Business,Married,Post Graduate,2,Yes,No,Yes,58300,30200.0,88500,24000,Hatchback
1174,25,Male,Business,Married,Post Graduate,3,Yes,No,Yes,57900,30400.0,88300,26000,Sedan
1175,25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,58100,28500.0,86600,30000,Hatchback
1176,25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,56000,30600.0,86600,23000,Sedan
1177,25,Male,Business,Married,Post Graduate,2,Yes,No,Yes,55600,30800.0,86400,31000,Hatchback
1178,25,Male,Business,Married,Post Graduate,3,No,No,Yes,60800,25100.0,85900,19000,Sedan
1179,25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,56700,28200.0,84900,31000,Hatchback
1180,25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,54100,30800.0,84900,26000,Sedan
1181,25,Male,Business,Married,Post Graduate,3,No,No,Yes,58700,26200.0,84900,25000,Hatchback
1182,25,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,54800,30200.0,85000,24000,Hatchback
1183,25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,54900,30600.0,85500,22000,Hatchback
1184,25,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,53200,30900.0,84100,25000,Hatchback
1185,25,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,53700,30400.0,84100,24000,Hatchback
1186,25,Male,Business,Married,Post Graduate,3,Yes,No,Yes,58600,25500.0,84100,20000,Hatchback
1187,25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,58700,24200.0,82900,28000,Hatchback
1188,25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,53100,28200.0,81300,31000,Sedan
1189,25,Male,Salaried,Married,Post Graduate,4,No,No,Yes,58800,23200.0,82000,30000,Hatchback
1190,25,Male,Business,Married,Post Graduate,3,Yes,No,Yes,56400,25400.0,81800,20000,Sedan
1191,25,Male,Business,Married,Post Graduate,4,Yes,No,Yes,54000,26900.0,80900,31000,Sedan
1192,25,Male,Business,Married,Post Graduate,3,No,Yes,Yes,50500,30500.0,81000,26000,Hatchback
1193,25,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,55300,25000.0,80300,20000,Hatchback
1194,25,Male,Business,Married,Post Graduate,4,No,No,Yes,51400,28600.0,80000,31000,Sedan
1195,25,Male,Business,Married,Graduate,4,Yes,No,Yes,39700,40900.0,80600,30000,Hatchback
1196,25,Male,Salaried,Married,Graduate,2,No,No,Yes,39800,40000.0,79800,28000,Hatchback
1197,25,Male,Business,Married,Graduate,2,No,No,Yes,38600,40800.0,79400,21000,Sedan
1198,25,Male,Business,Married,Post Graduate,4,No,Yes,Yes,52700,25300.0,78000,30000,Hatchback
1199,25,Male,Salaried,Married,Graduate,3,No,Yes,Yes,37700,40100.0,77800,20000,Sedan
1200,25,Male,Business,Married,Graduate,3,No,Yes,Yes,36100,40200.0,76300,24000,Sedan
1201,25,Male,Salaried,Married,Post Graduate,3,No,No,Yes,50600,25700.0,76300,20000,Hatchback
1202,25,Male,Salaried,Married,Graduate,4,No,Yes,Yes,34700,40000.0,74700,33000,Hatchback
1203,25,Male,Salaried,Married,Graduate,3,No,Yes,Yes,34100,40700.0,74800,31000,Hatchback
1204,25,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,52000,22300.0,74300,28000,Hatchback
1205,25,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,34800,40200.0,75000,26000,Sedan
1206,25,Male,Salaried,Married,Graduate,4,Yes,No,Yes,39400,32200.0,71600,27000,Sedan
1207,25,Male,Salaried,Married,Graduate,2,No,No,Yes,40500,30800.0,71300,26000,Hatchback
1208,25,Male,Salaried,Married,Graduate,3,No,No,Yes,40300,30600.0,70900,24000,Sedan
1209,25,Male,Business,Married,Graduate,3,No,Yes,Yes,33000,35400.0,68400,32000,Hatchback
1210,25,Male,Salaried,Married,Graduate,4,Yes,No,Yes,36100,32200.0,68300,27000,Sedan
1211,25,Male,Business,Married,Graduate,3,Yes,No,Yes,39600,28300.0,67900,33000,Hatchback
1212,25,Male,Business,Married,Graduate,3,Yes,Yes,Yes,33700,32900.0,66600,29000,Sedan
1213,25,Male,Salaried,Married,Graduate,3,No,No,Yes,35000,30500.0,65500,23000,Sedan
1214,25,Male,Salaried,Married,Graduate,4,No,Yes,Yes,36200,28200.0,64400,33000,Hatchback
1215,25,Male,Business,Married,Graduate,2,Yes,No,Yes,36500,28600.0,65100,30000,Hatchback
1216,25,Male,Salaried,Married,Graduate,2,No,No,Yes,32600,30700.0,63300,26000,Sedan
1217,25,Male,Business,Married,Graduate,3,No,Yes,Yes,32300,30900.0,63200,23000,Sedan
1218,25,Male,Business,Married,Post Graduate,3,No,No,No,60900,0.0,60900,23000,Hatchback
1219,25,Male,Salaried,Married,Graduate,3,Yes,No,Yes,35900,25000.0,60900,20000,Hatchback
1220,25,Male,Salaried,Single,Post Graduate,0,Yes,No,No,60700,0.0,60700,19000,Hatchback
1221,25,Male,Business,Married,Post Graduate,1,Yes,No,No,59200,0.0,59200,32000,Hatchback
1222,25,Male,Salaried,Married,Post Graduate,3,Yes,No,No,59100,0.0,59100,26000,Hatchback
1223,25,Male,Business,Married,Post Graduate,3,Yes,Yes,No,59200,0.0,59200,21000,Sedan
1224,25,Male,Salaried,Married,Graduate,3,No,Yes,Yes,34800,25400.0,60200,19000,Hatchback
1225,25,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,58100,0.0,58100,29000,Hatchback
1226,25,Male,Salaried,Single,Post Graduate,2,No,No,No,58700,0.0,58700,27000,Hatchback
1227,25,Male,Salaried,Married,Graduate,3,No,No,Yes,33100,20000.0,53100,20000,Hatchback
1228,25,Male,Business,Single,Post Graduate,2,No,No,No,58000,0.0,58000,19000,Hatchback
1229,25,Male,Salaried,Married,Post Graduate,3,Yes,No,No,57900,0.0,57900,32000,Hatchback
1230,25,Male,Salaried,Married,Post Graduate,4,No,No,No,57600,0.0,57600,32000,Hatchback
1231,25,Male,Salaried,Single,Post Graduate,2,No,No,No,57800,0.0,57800,31000,Hatchback
1232,25,Male,Business,Married,Post Graduate,3,No,Yes,No,57100,0.0,57100,28000,Hatchback
1233,25,Male,Business,Married,Post Graduate,3,Yes,No,No,57600,0.0,57600,25000,Hatchback
1234,25,Male,Salaried,Married,Graduate,3,Yes,No,Yes,32500,25200.0,57700,21000,Sedan
1235,25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,57100,0.0,57100,20000,Hatchback
1236,25,Male,Salaried,Married,Post Graduate,4,No,Yes,No,56800,0.0,56800,31000,Sedan
1237,25,Male,Business,Married,Post Graduate,3,Yes,Yes,No,56200,0.0,56200,20000,Hatchback
1238,25,Male,Salaried,Married,Graduate,2,No,No,Yes,31000,25900.0,56900,20000,Hatchback
1239,25,Male,Business,Married,Post Graduate,3,No,Yes,No,56900,0.0,56900,19000,Sedan
1240,25,Male,Business,Married,Graduate,3,No,No,Yes,31200,25900.0,57100,19000,Hatchback
1241,25,Male,Business,Single,Post Graduate,2,No,No,No,55900,0.0,55900,30000,Hatchback
1242,25,Male,Salaried,Married,Post Graduate,3,No,No,No,55900,0.0,55900,29000,Sedan
1243,25,Male,Business,Married,Post Graduate,3,Yes,No,No,55500,0.0,55500,27000,Sedan
1244,25,Male,Business,Married,Post Graduate,3,No,Yes,No,55600,0.0,55600,24000,Hatchback
1245,25,Male,Business,Married,Post Graduate,4,No,No,No,53800,0.0,53800,30000,Hatchback
1246,25,Male,Business,Single,Post Graduate,2,Yes,Yes,No,53800,0.0,53800,27000,Hatchback
1247,25,Male,Salaried,Married,Post Graduate,3,No,No,No,53200,0.0,53200,20000,Hatchback
1248,25,Male,Salaried,Married,Post Graduate,3,No,Yes,No,53600,0.0,53600,20000,Sedan
1249,25,Male,Business,Married,Post Graduate,3,No,Yes,No,52000,0.0,52000,30000,Hatchback
1250,25,Male,Business,Married,Post Graduate,3,No,No,No,52900,0.0,52900,27000,Sedan
1251,25,Male,Salaried,Married,Post Graduate,3,No,Yes,No,52500,0.0,52500,26000,Hatchback
1252,25,Male,Business,Single,Post Graduate,2,Yes,Yes,No,52300,0.0,52300,24000,Hatchback
1253,25,Male,Business,Married,Post Graduate,2,Yes,No,No,52400,0.0,52400,22000,Hatchback
1254,25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,52000,0.0,52000,20000,Hatchback
1255,25,Male,Salaried,Married,Post Graduate,2,No,No,No,51900,0.0,51900,25000,Hatchback
1256,25,Male,Business,Married,Post Graduate,3,Yes,Yes,No,51300,0.0,51300,20000,Hatchback
1257,25,Male,Salaried,Married,Post Graduate,3,No,No,No,50900,0.0,50900,29000,Hatchback
1258,25,Male,Business,Married,Post Graduate,2,Yes,No,No,50500,0.0,50500,25000,Hatchback
1259,25,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,50100,0.0,50100,23000,Sedan
1260,25,Male,Business,Married,Graduate,4,No,No,No,39100,0.0,39100,32000,Hatchback
1261,25,Male,Business,Single,Graduate,2,No,No,No,39300,0.0,39300,25000,Hatchback
1262,25,Male,Business,Married,Graduate,3,Yes,No,No,39700,0.0,39700,24000,Sedan
1263,25,Male,Salaried,Married,Graduate,2,Yes,No,No,39600,0.0,39600,20000,Hatchback
1264,25,Male,Business,Married,Graduate,3,Yes,Yes,No,39200,0.0,39200,18000,Sedan
1265,25,Male,Business,Married,Graduate,4,No,No,No,38900,0.0,38900,32000,Hatchback
1266,25,Male,Salaried,Married,Graduate,1,Yes,No,No,38100,0.0,38100,24000,Hatchback
1267,25,Male,Salaried,Married,Graduate,3,Yes,Yes,No,38600,0.0,38600,21000,Sedan
1268,25,Male,Salaried,Married,Graduate,3,Yes,No,No,38500,0.0,38500,20000,Hatchback
1269,25,Male,Business,Married,Graduate,3,Yes,Yes,No,35600,0.0,35600,23000,Sedan
1270,25,Male,Business,Married,Graduate,1,Yes,No,No,34200,0.0,34200,30000,Hatchback
1271,25,Male,Salaried,Married,Graduate,4,No,No,No,34600,0.0,34600,28000,Hatchback
1272,25,Male,Business,Married,Graduate,3,No,No,No,34900,0.0,34900,26000,Hatchback
1273,25,Male,Salaried,Married,Graduate,4,No,Yes,No,32300,0.0,32300,28000,Hatchback
1274,25,Male,Salaried,Single,Graduate,2,No,No,No,32500,0.0,32500,26000,Hatchback
1275,25,Male,Salaried,Married,Graduate,3,Yes,No,No,32000,0.0,32000,19000,Sedan
1276,25,Male,Business,Single,Graduate,2,Yes,No,No,31800,0.0,31800,31000,Hatchback
1277,25,Male,Business,Single,Graduate,2,No,Yes,No,31300,0.0,31300,27000,Hatchback
1278,25,Male,Business,Single,Graduate,2,Yes,No,No,31800,0.0,31800,25000,Hatchback
1279,25,Male,Salaried,Married,Graduate,3,Yes,No,No,31200,0.0,31200,18000,Sedan
1280,24,Male,Salaried,Married,Post Graduate,2,No,No,Yes,60700,40800.0,101500,25000,Hatchback
1281,24,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,60300,100.0,60400,18000,Sedan
1282,24,Male,Business,Married,Post Graduate,2,No,No,Yes,59000,40500.0,99500,26000,Hatchback
1283,24,Male,Salaried,Married,Post Graduate,4,No,No,Yes,58900,40400.0,99300,31000,Sedan
1284,24,Male,Business,Married,Post Graduate,2,Yes,No,Yes,58400,40200.0,98600,31000,Sedan
1285,24,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,57500,40000.0,97500,23000,Sedan
1286,24,Male,Business,Married,Post Graduate,3,No,Yes,Yes,57800,200.0,58000,18000,Sedan
1287,24,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,56500,40200.0,96700,27000,Sedan
1288,24,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,55100,40500.0,95600,31000,Sedan
1289,24,Male,Salaried,Married,Post Graduate,3,No,No,Yes,55800,40100.0,95900,27000,Sedan
1290,24,Male,Business,Married,Post Graduate,3,No,No,Yes,54300,40900.0,95200,32000,Hatchback
1291,24,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,53600,40500.0,94100,32000,Hatchback
1292,24,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,52000,40300.0,92300,23000,Sedan
1293,24,Male,Salaried,Married,Post Graduate,2,No,No,Yes,59600,30000.0,89600,26000,Sedan
1294,24,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,58300,30700.0,89000,28000,Hatchback
1295,24,Male,Business,Married,Post Graduate,2,Yes,No,Yes,58700,30000.0,88700,23000,Sedan
1296,24,Male,Business,Married,Post Graduate,3,No,No,Yes,58900,28500.0,87400,31000,Sedan
1297,24,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,56700,30700.0,87400,26000,Sedan
1298,24,Male,Salaried,Married,Post Graduate,3,No,No,Yes,56400,30000.0,86400,22000,Hatchback
1299,24,Male,Business,Married,Post Graduate,3,No,Yes,Yes,58900,28100.0,87000,19000,Hatchback
1300,24,Male,Salaried,Married,Post Graduate,3,No,No,Yes,57100,28600.0,85700,30000,Hatchback
1301,24,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,53300,32400.0,85700,29000,Sedan
1302,24,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,55500,30100.0,85600,26000,Hatchback
1303,24,Male,Business,Married,Post Graduate,3,No,Yes,Yes,51000,32500.0,83500,28000,Hatchback
1304,24,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,53300,30500.0,83800,25000,Hatchback
1305,24,Male,Business,Married,Post Graduate,2,No,No,Yes,54100,28900.0,83000,32000,Hatchback
1306,24,Male,Salaried,Married,Post Graduate,3,No,No,Yes,54000,28200.0,82200,31000,Hatchback
1307,24,Male,Business,Married,Post Graduate,4,No,No,Yes,57600,24900.0,82500,32000,Hatchback
1308,24,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,51000,30000.0,81000,22000,Hatchback
1309,24,Male,Business,Married,Post Graduate,3,No,Yes,Yes,56400,25300.0,81700,20000,Hatchback
1310,24,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,52800,28700.0,81500,30000,Hatchback
1311,24,Male,Salaried,Married,Post Graduate,3,No,No,Yes,56400,24000.0,80400,29000,Hatchback
1312,24,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,54500,26900.0,81400,23000,Hatchback
1313,24,Male,Business,Married,Post Graduate,3,No,No,Yes,55400,25600.0,81000,19000,Sedan
1314,24,Male,Business,Married,Graduate,3,Yes,No,Yes,38900,40800.0,79700,20000,Sedan
1315,24,Female,Salaried,Married,Graduate,2,Yes,No,Yes,37000,40300.0,77300,32000,Hatchback
1316,24,Male,Business,Married,Graduate,2,Yes,No,Yes,37400,40300.0,77700,21000,Sedan
1317,24,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,52200,500.0,52700,18000,Sedan
1318,24,Male,Salaried,Married,Post Graduate,2,No,No,Yes,51300,25400.0,76700,21000,Sedan
1319,24,Male,Salaried,Married,Post Graduate,2,No,No,Yes,51700,25100.0,76800,19000,Sedan
1320,24,Male,Business,Married,Post Graduate,2,Yes,No,Yes,51000,25300.0,76300,19000,Hatchback
1321,24,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,50100,25800.0,75900,29000,Sedan
1322,24,Male,Business,Married,Graduate,3,No,Yes,Yes,35300,40100.0,75400,24000,Hatchback
1323,24,Male,Business,Married,Graduate,2,No,Yes,Yes,32300,40300.0,72600,29000,Hatchback
1324,24,Male,Business,Married,Graduate,3,No,No,Yes,32600,40000.0,72600,20000,Hatchback
1325,24,Male,Business,Married,Graduate,4,Yes,No,Yes,31000,40300.0,71300,31000,Hatchback
1326,24,Male,Business,Married,Graduate,3,No,No,Yes,39700,30100.0,69800,22000,Hatchback
1327,24,Male,Salaried,Married,Graduate,3,No,Yes,Yes,32200,35900.0,68100,33000,Hatchback
1328,24,Male,Business,Married,Graduate,4,Yes,No,Yes,39800,28200.0,68000,32000,Hatchback
1329,24,Male,Business,Married,Graduate,2,Yes,Yes,Yes,34700,32900.0,67600,28000,Hatchback
1330,24,Male,Business,Married,Graduate,3,No,No,Yes,37600,28000.0,65600,29000,Hatchback
1331,24,Male,Salaried,Married,Graduate,3,No,Yes,Yes,39800,25100.0,64900,21000,Sedan
1332,24,Male,Business,Married,Graduate,3,No,No,Yes,35000,28200.0,63200,30000,Hatchback
1333,24,Male,Salaried,Married,Graduate,4,No,Yes,Yes,31900,32500.0,64400,29000,Hatchback
1334,24,Male,Business,Married,Graduate,3,Yes,Yes,Yes,33700,30600.0,64300,23000,Sedan
1335,24,Male,Business,Married,Post Graduate,3,No,No,No,60900,0.0,60900,20000,Hatchback
1336,24,Male,Business,Married,Post Graduate,2,Yes,No,No,59400,0.0,59400,32000,Hatchback
1337,24,Male,Business,Married,Graduate,2,Yes,Yes,Yes,31500,28000.0,59500,31000,Hatchback
1338,24,Male,Business,Married,Post Graduate,2,Yes,No,No,59900,0.0,59900,23000,Hatchback
1339,24,Male,Salaried,Married,Graduate,3,Yes,No,Yes,34300,25200.0,59500,20000,Sedan
1340,24,Male,Business,Single,Post Graduate,2,No,No,No,58800,0.0,58800,31000,Hatchback
1341,24,Male,Business,Married,Post Graduate,3,Yes,No,No,58300,0.0,58300,30000,Hatchback
1342,24,Male,Business,Married,Post Graduate,3,Yes,No,No,58600,0.0,58600,29000,Sedan
1343,24,Male,Business,Married,Graduate,3,No,Yes,Yes,33400,25900.0,59300,21000,Sedan
1344,24,Male,Business,Married,Graduate,3,No,No,Yes,33200,25700.0,58900,20000,Hatchback
1345,24,Male,Salaried,Married,Graduate,3,Yes,No,Yes,34600,24200.0,58800,20000,Hatchback
1346,24,Male,Salaried,Married,Post Graduate,3,Yes,No,No,58900,0.0,58900,19000,Sedan
1347,24,Male,Salaried,Married,Post Graduate,3,No,No,No,57200,0.0,57200,30000,Sedan
1348,24,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,57900,0.0,57900,23000,Hatchback
1349,24,Male,Business,Married,Graduate,3,Yes,No,Yes,32400,25800.0,58200,18000,Sedan
1350,24,Female,Salaried,Married,Post Graduate,3,No,No,No,56000,0.0,56000,33000,Hatchback
1351,24,Male,Business,Married,Post Graduate,2,No,Yes,No,56100,0.0,56100,26000,Sedan
1352,24,Male,Business,Married,Post Graduate,3,No,No,No,56400,0.0,56400,25000,Hatchback
1353,24,Male,Salaried,Married,Post Graduate,3,No,No,No,56100,0.0,56100,25000,Hatchback
1354,24,Male,Salaried,Married,Post Graduate,3,Yes,No,No,56100,0.0,56100,24000,Hatchback
1355,24,Male,Business,Married,Post Graduate,4,No,Yes,No,55000,0.0,55000,28000,Hatchback
1356,24,Male,Business,Married,Post Graduate,3,No,Yes,No,55100,0.0,55100,28000,Sedan
1357,24,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,54100,0.0,54100,27000,Hatchback
1358,24,Male,Salaried,Married,Post Graduate,2,Yes,No,No,54000,0.0,54000,25000,Hatchback
1359,24,Male,Business,Single,Post Graduate,2,Yes,Yes,No,54200,0.0,54200,20000,Hatchback
1360,24,Male,Salaried,Single,Post Graduate,2,No,Yes,No,52400,0.0,52400,24000,Hatchback
1361,24,Male,Business,Married,Post Graduate,3,Yes,No,No,52000,0.0,52000,19000,Hatchback
1362,24,Male,Salaried,Married,Post Graduate,3,No,No,No,51300,0.0,51300,28000,Hatchback
1363,24,Male,Salaried,Married,Graduate,4,No,No,No,39900,0.0,39900,33000,Hatchback
1364,24,Male,Business,Married,Graduate,3,No,No,No,39200,0.0,39200,31000,Hatchback
1365,24,Male,Salaried,Married,Graduate,2,No,No,No,39100,0.0,39100,26000,Hatchback
1366,24,Male,Salaried,Married,Graduate,3,No,No,No,39500,0.0,39500,22000,Hatchback
1367,24,Male,Salaried,Married,Graduate,3,No,Yes,No,39400,0.0,39400,21000,Sedan
1368,24,Male,Business,Single,Graduate,2,Yes,No,No,38400,0.0,38400,25000,Hatchback
1369,24,Male,Business,Single,Graduate,0,Yes,No,No,38200,0.0,38200,22000,Hatchback
1370,24,Male,Salaried,Married,Graduate,4,Yes,Yes,No,36500,0.0,36500,33000,Hatchback
1371,24,Male,Business,Married,Graduate,3,No,No,No,36900,0.0,36900,24000,Hatchback
1372,24,Male,Salaried,Single,Graduate,0,No,Yes,No,35400,0.0,35400,22000,Hatchback
1373,24,Male,Salaried,Single,Graduate,2,No,No,No,35300,0.0,35300,20000,Hatchback
1374,24,Male,Business,Single,Graduate,0,No,No,No,35700,0.0,35700,18000,Hatchback
1375,24,Male,Salaried,Married,Graduate,3,No,No,No,34200,0.0,34200,32000,Hatchback
1376,24,Male,Salaried,Married,Graduate,4,Yes,No,No,34300,0.0,34300,28000,Hatchback
1377,24,Male,Business,Married,Graduate,3,No,No,No,34100,0.0,34100,22000,Hatchback
1378,24,Male,Business,Married,Graduate,4,Yes,Yes,No,31900,0.0,31900,28000,Hatchback
1379,24,Male,Business,Single,Graduate,2,Yes,Yes,No,31300,0.0,31300,25000,Hatchback
1380,24,Male,Business,Married,Graduate,3,Yes,No,No,31100,0.0,31100,22000,Hatchback
1381,24,Male,Business,Married,Graduate,4,No,Yes,No,30900,0.0,30900,28000,Hatchback
1382,24,Male,Business,Married,Graduate,3,No,Yes,No,30600,0.0,30600,22000,Hatchback
1383,24,Male,Salaried,Single,Graduate,2,No,Yes,No,30000,0.0,30000,18000,Hatchback
1384,23,Male,Salaried,Married,Post Graduate,2,No,No,Yes,60900,40500.0,101400,25000,Hatchback
1385,23,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,53100,45000.0,98100,32000,Hatchback
1386,23,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,56600,40200.0,96800,23000,Sedan
1387,23,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,53800,40500.0,94300,28000,Hatchback
1388,23,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,51400,40500.0,91900,29000,Hatchback
